,0
2020-07-27 05:00:00,1.7192443273834257
2020-07-27 06:00:00,0.12728491770313766
2020-07-27 07:00:00,1.8837493082476209
2020-07-27 08:00:00,2.133852115256947
2020-07-27 09:00:00,1.3309850254406674
2020-07-27 10:00:00,0.7006166113023247
2020-07-27 11:00:00,1.8513058615377747
2020-07-27 12:00:00,2.6017672566055783
2020-07-27 13:00:00,2.3252049905678502
2020-07-27 14:00:00,1.956460990245302
2020-07-27 15:00:00,1.1688255372704184
2020-07-27 16:00:00,0.4172082956582195
2020-07-27 17:00:00,2.0719622658682506
2020-07-27 18:00:00,3.246945336443704
2020-07-27 19:00:00,1.0876539476244242
2020-07-27 20:00:00,2.1183391241831817
2020-07-27 21:00:00,2.353562874494866
2020-07-27 22:00:00,1.5028116880782436
2020-07-27 23:00:00,0.7714111792705949
2020-07-28 00:00:00,0.716301368655474
2020-07-28 01:00:00,1.3008592249531272
2020-07-28 02:00:00,0.8489737289044417
2020-07-28 03:00:00,1.2420232631008414
2020-07-28 04:00:00,0.8026015281712282
2020-07-28 05:00:00,1.030020496214051
2020-07-28 06:00:00,1.4634668244089553
2020-07-28 07:00:00,2.0202472730398187
2020-07-28 08:00:00,1.9245525774735153
2020-07-28 09:00:00,1.4195133513771099
2020-07-28 10:00:00,2.0752172942392946
2020-07-28 11:00:00,2.5213887945179607
2020-07-28 12:00:00,3.215682340040107
2020-07-28 13:00:00,2.7079744363431697
2020-07-28 14:00:00,2.8312027685801295
2020-07-28 15:00:00,1.4523391330857278
2020-07-28 16:00:00,1.303352187302696
2020-07-28 17:00:00,1.356602936931556
2020-07-28 18:00:00,1.0868356594248048
2020-07-28 19:00:00,2.740648440214036
2020-07-28 20:00:00,1.7793348985324173
2020-07-28 21:00:00,1.483256127291918
2020-07-28 22:00:00,1.067694466634377
2020-07-28 23:00:00,0.9182813103430365
2020-07-29 00:00:00,1.6151623353798288
2020-07-29 01:00:00,1.2952591990107398
2020-07-29 02:00:00,0.8131848635258077
2020-07-29 03:00:00,0.9562858087796442
2020-07-29 04:00:00,1.320896499895232
2020-07-29 05:00:00,1.453945978093433
2020-07-29 06:00:00,0.3796098466901272
2020-07-29 07:00:00,1.1271618172009936
2020-07-29 08:00:00,2.2009617384434073
2020-07-29 09:00:00,1.8633163872547773
2020-07-29 10:00:00,1.6916328796880564
2020-07-29 11:00:00,3.482315597601736
2020-07-29 12:00:00,1.2069689767152831
2020-07-29 13:00:00,1.1603256286183476
2020-07-29 14:00:00,1.4047978732816553
2020-07-29 15:00:00,1.5191563172771685
2020-07-29 16:00:00,1.1689162232096866
2020-07-29 17:00:00,1.7179296681945055
2020-07-29 18:00:00,1.6855976474172571
2020-07-29 19:00:00,2.423697300043498
2020-07-29 20:00:00,2.670437247517101
2020-07-29 21:00:00,2.087166112344663
2020-07-29 22:00:00,0.4649036541559254
2020-07-29 23:00:00,0.32119474217889643
2020-07-30 00:00:00,0.6802966010924685
2020-07-30 01:00:00,0.596713291161845
2020-07-30 02:00:00,0.8730414710328738
2020-07-30 03:00:00,1.0918521848607494
2020-07-30 04:00:00,1.2268000191411434
2020-07-30 05:00:00,1.9969468222715525
2020-07-30 06:00:00,1.0636276060680812
2020-07-30 07:00:00,1.164691357867842
2020-07-30 08:00:00,2.203358330001981
2020-07-30 09:00:00,1.255959133445573
2020-07-30 10:00:00,3.084383109954145
2020-07-30 11:00:00,1.5660982266655816
2020-07-30 12:00:00,1.7096196726254127
2020-07-30 13:00:00,2.5089129189718355
2020-07-30 14:00:00,3.00142991308286
2020-07-30 15:00:00,1.2706814264948305
2020-07-30 16:00:00,1.5374390354900982
2020-07-30 17:00:00,1.3474535740623168
2020-07-30 18:00:00,0.44075052752987554
2020-07-30 19:00:00,1.2545323666145618
2020-07-30 20:00:00,1.0214192725453974
2020-07-30 21:00:00,1.9891909867065953
2020-07-30 22:00:00,1.4685043173667212
2020-07-30 23:00:00,1.166826841152973
2020-07-31 00:00:00,1.1107393270814618
2020-07-31 01:00:00,1.0131223503544073
2020-07-31 02:00:00,1.0682392784089612
2020-07-31 03:00:00,0.9034871633732922
2020-07-31 04:00:00,1.5019912422381316
2020-07-31 05:00:00,1.9496680345768596
2020-07-31 06:00:00,1.7058750911813914
2020-07-31 07:00:00,1.7682996775541955
2020-07-31 08:00:00,3.889597467559664
2020-07-31 09:00:00,2.447565357940644
2020-07-31 10:00:00,3.120229519579814
2020-07-31 11:00:00,2.475665734300095
2020-07-31 12:00:00,2.7855401657391337
2020-07-31 13:00:00,2.3044640040707187
2020-07-31 14:00:00,2.2001114854343364
2020-07-31 15:00:00,2.2013148057591474
2020-07-31 16:00:00,2.804267445744531
2020-07-31 17:00:00,1.4438504454283063
2020-07-31 18:00:00,3.286528459579084
2020-07-31 19:00:00,0.5688261453931738
2020-07-31 20:00:00,2.501354441603201
2020-07-31 21:00:00,2.1719808443943616
2020-07-31 22:00:00,1.2140133316470971
2020-07-31 23:00:00,1.408331129396799
2020-08-01 00:00:00,1.3717430687201642
2020-08-01 01:00:00,0.9074979088215442
2020-08-01 02:00:00,1.6148413468447238
2020-08-01 03:00:00,1.2488784499538235
2020-08-01 04:00:00,0.7097533070427999
2020-08-01 05:00:00,1.8529061181728514
2020-08-01 06:00:00,1.1896208681490976
2020-08-01 07:00:00,1.521250598877643
2020-08-01 08:00:00,0.7154744539841649
2020-08-01 09:00:00,1.4115359115822816
2020-08-01 10:00:00,1.5206977834833793
2020-08-01 11:00:00,1.9176907446046068
2020-08-01 12:00:00,0.8781668909362621
2020-08-01 13:00:00,1.1030275712326982
2020-08-01 14:00:00,1.3858042276874387
2020-08-01 15:00:00,1.4846516632015991
2020-08-01 16:00:00,1.401146337267381
2020-08-01 17:00:00,1.5609842552210154
2020-08-01 18:00:00,2.16070187828208
2020-08-01 19:00:00,1.9848565712413282
2020-08-01 20:00:00,1.0525453907854077
2020-08-01 21:00:00,1.4410938320685696
2020-08-01 22:00:00,1.6656407773678277
2020-08-01 23:00:00,1.1129222920738895
2020-08-02 00:00:00,1.2429370046266532
2020-08-02 01:00:00,0.3301654872279042
2020-08-02 02:00:00,1.1063604997590022
2020-08-02 03:00:00,1.756593255908347
2020-08-02 04:00:00,0.6093839647156678
